"","Timestamp","Age","Gender","self_employed","treatment","work_interfere","tech_company","seek_help","anonymity","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence","comments","PersonID","CompanyID","CountryID"
"621","8/28/14 01:14",24,"m","No","No","Sometimes","Yes","No","Don't know","No","No","Some of them","Some of them","No","Maybe","Don't know","No","We don't fucking talk about it ever.",2937,801,18
"622","8/28/14 01:19",22,"M","Yes","No","Never","Yes","No","Don't know","No","Maybe","Some of them","Yes","Maybe","Yes","No","Yes",NA,2633,764,29
"623","8/28/14 01:30",31,"Female","No","Yes","Often","Yes","No","Don't know","Maybe","No","Some of them","Some of them","No","Yes","Don't know","No",NA,3736,121,46
"624","8/28/14 01:38",23,"female","No","Yes","Sometimes","Yes","Yes","Yes","Yes","Maybe","No","No","No","No","Don't know","No",NA,3535,1059,46
"625","8/28/14 01:41",31,"Female","No","Yes","Sometimes","Yes","No","Don't know","No","No","Some of them","Some of them","No","No","Don't know","No",NA,4642,518,46
"626","8/28/14 01:56",28,"Female","No","Yes","Rarely","Yes","Yes","Don't know","Maybe","No","No","Some of them","No","No","No","No",NA,3724,1220,46
"627","8/28/14 02:15",37,"Guy (-ish) ^_^","No","Yes","Sometimes","No","No","Don't know","Yes","Maybe","Some of them","Some of them","No","Maybe","No","No",NA,1849,50,8
"628","8/28/14 02:17",34,"male","Yes","Yes","Sometimes","Yes","No","Yes","No","No","Some of them","Some of them","No","No","No","No","thanks for what you're doing. FYI these questions dont quite work for entrepreneurs where employer == cofounders / sr mgmt / me",4493,763,46
"629","8/28/14 02:19",32,"male leaning androgynous","No","No","Sometimes","Yes","No","Yes","Yes","Maybe","Some of them","No","No","Maybe","No","Yes",NA,4790,457,8
"630","8/28/14 02:30",28,"Male","No","Yes","Sometimes","Yes","Don't know","Don't know","Yes","No","Some of them","Some of them","No","No","Don't know","Yes",NA,1590,74,46
"631","8/28/14 02:32",24,"Female","No","Yes","Sometimes","Yes","No","Don't know","Maybe","No","No","Some of them","No","Maybe","Don't know","No",NA,1763,1222,45
"632","8/28/14 02:41",56,"Male ","No","Yes","Rarely","Yes","No","Don't know","Yes","Maybe","Some of them","Some of them","No","No","Don't know","No",NA,3668,829,46
"633","8/28/14 02:46",31,"Male","No","No","Sometimes","Yes","No","No","No","No","Yes","Yes","Maybe","Maybe","Yes","No",NA,2308,554,18
"634","8/28/14 02:49",34,"female","No","Yes","Sometimes","Yes","Don't know","Don't know","Maybe","No","Some of them","Yes","No","No","Yes","No",NA,4805,1042,46
"635","8/28/14 02:52",35,"m","No","Yes","Rarely","No","Don't know","Don't know","No","No","Some of them","Yes","No","No","Yes","No",NA,1410,1025,18
"636","8/28/14 02:54",28,"male","No","No","Never","Yes","No","Don't know","No","No","Some of them","Some of them","Yes","Yes","Don't know","No",NA,4930,638,18
"637","8/28/14 03:05",36,"male","Yes","Yes","Often","Yes","No","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Yes","Yes",NA,3541,1050,34
"638","8/28/14 03:06",30,"Male","No","Yes","Often","Yes","No","Yes","No","No","Some of them","Yes","No","Maybe","Yes","No",NA,2045,779,45
"639","8/28/14 03:13",35,"Male","Yes","No",NA,"Yes","No","Yes","No","No","Some of them","Yes","No","No","Yes","No",NA,1066,632,46
"640","8/28/14 03:13",49,"male","Yes","Yes","Sometimes","Yes","No","Don't know","Yes","Yes","No","No","No","No","No","Yes",NA,4750,868,25
"641","8/28/14 03:15",36,"Male","No","No",NA,"Yes","No","Yes","No","No","Some of them","Yes","Maybe","Maybe","Yes","No",NA,4826,379,18
"642","8/28/14 03:16",35,"male","No","No",NA,"Yes","No","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No",NA,4743,709,18
"643","8/28/14 03:29",29,"Female","No","Yes","Sometimes","No","Yes","No","Yes","No","Some of them","Some of them","No","No","No","Yes",NA,1249,813,1
"644","8/28/14 03:36",57,"Male","No","No","Never","Yes","Yes","Yes","Yes","Maybe","No","No","No","Maybe","Don't know","Yes",NA,4900,151,46
"645","8/28/14 03:42",31,"female","No","Yes","Rarely","No","No","No","Maybe","No","Some of them","No","No","No","Don't know","Yes",NA,3981,815,4
"646","8/28/14 03:47",37,"Male","Yes","No","Never","Yes","No","Don't know","Yes","Maybe","No","No","No","Maybe","Don't know","No",NA,3349,1142,22
"647","8/28/14 03:49",25,"Male","No","Yes","Sometimes","Yes","No","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","No","No",NA,2021,183,22
"648","8/28/14 03:52",30,"Male","No","No","Sometimes","Yes","No","Don't know","No","No","Some of them","Some of them","No","No","Don't know","No",NA,2961,256,1
"649","8/28/14 04:00",26,"F","No","No","Sometimes","No","Yes","Don't know","No","No","Yes","Yes","No","No","Don't know","No","Majority of qs on survey not relevant if you are self employed",3918,903,1
"650","8/28/14 04:02",22,"Female","No","No","Often","Yes","No","Don't know","No","No","No","Some of them","No","Yes","Don't know","No",NA,4516,487,29
"651","8/28/14 04:07",39,"M","No","No","Rarely","No","Yes","Don't know","No","No","Some of them","Some of them","No","Maybe","Don't know","No","I mostly suffer from social anxiety which keeps me from attending conferences. In my small dev group a big problem is a supervisor who's a workaholic and will never say no when asked to do something so he's doing the job of at least two ppl (poorly) and working crazy hours setting the tone for the test of us that work/life balance isn't important.",2130,826,46
"652","8/28/14 04:09",29,"Male","No","Yes","Never","Yes","Don't know","Don't know","Maybe","Maybe","No","No","No","No","No","No",NA,2899,650,45
"653","8/28/14 04:11",54,"male","Yes","Yes","Sometimes","Yes","No","Don't know","No","No","Some of them","Yes","Yes","Yes","Don't know","Yes",NA,2392,64,45
"654","8/28/14 04:16",34,"Female","No","No","Never","No","Yes","Don't know","Yes","Maybe","No","No","No","No","Don't know","Yes","I don't have any mental health issues but for a number of years I had to care for a family member who did and I felt that I was not able to discuss or get support from friends or colleagues in the same way that I might have if they had suffered from a physical condition.",4637,538,1
"655","8/28/14 04:23",32,"M","No","Yes","Never","No","Yes","Don't know","Maybe","No","No","No","No","No","Yes","No",NA,1514,700,46
"656","8/28/14 04:24",25,"Male","No","No",NA,"Yes","No","Don't know","Maybe","No","Yes","Yes","No","Yes","Don't know","No",NA,3203,644,31
"657","8/28/14 04:30",29,"male","No","No","Rarely","Yes","No","No","No","Maybe","Some of them","No","No","No","Yes","No",NA,1003,1120,34
"658","8/28/14 04:34",32,"male","Yes","No","Never","Yes","No","Don't know","No","No","Some of them","Yes","No","Maybe","Don't know","No",NA,2071,342,18
"659","8/28/14 04:37",30,"M","No","Yes","Sometimes","Yes","Don't know","Yes","Maybe","No","Some of them","Yes","No","Yes","Yes","No",NA,4176,469,45
"660","8/28/14 04:53",31,"male","No","No",NA,"Yes","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No",NA,1041,856,18
"661","8/28/14 05:05",20,"F","No","No","Rarely","Yes","Yes","Yes","No","No","Some of them","Some of them","No","Maybe","Yes","No",NA,1264,90,43
"662","8/28/14 05:12",27,"Male","No","No","Never","Yes","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No",NA,1712,404,45
"663","8/28/14 05:14",32,"Male","No","No","Never","Yes","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No",NA,4321,588,46
"664","8/28/14 06:02",26,"Male","Yes","No","Never","Yes","No","Don't know","Maybe","No","Some of them","Yes","Maybe","Maybe","Yes","No",NA,2642,1023,22
"665","8/28/14 06:05",30,"Male","No","No","Sometimes","No","No","Yes","No","No","Some of them","Some of them","No","No","Don't know","No",NA,4508,949,24
"666","8/28/14 06:10",30,"Male","No","Yes","Sometimes","Yes","No","Don't know","Maybe","Maybe","Some of them","No","No","No","No","No",NA,1019,564,22
"667","8/28/14 06:11",22,"male","Yes","No",NA,"Yes","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","Maybe","Maybe","Yes","Yes",NA,1953,552,21
"668","8/28/14 06:27",24,"male","No","No",NA,"Yes","Don't know","Don't know","No","No","No","No","No","No","Don't know","No",NA,4288,1110,22
"669","8/28/14 06:30",26,"m","No","No","Never","Yes","No","Don't know","Maybe","Maybe","No","No","No","No","Don't know","No",NA,3525,1028,29
"670","8/28/14 07:01",43,"male","No","No",NA,"Yes","No","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No",NA,1227,1116,16
"671","8/28/14 07:03",26,"Male","No","No","Never","Yes","Don't know","Don't know","No","No","Some of them","No","No","Maybe","Don't know","No",NA,3700,1183,37
"672","8/28/14 07:03",23,"Male","No","No","Sometimes","Yes","Don't know","Don't know","Maybe","No","No","No","No","Maybe","Don't know","No",NA,1409,145,46
"673","8/28/14 07:12",26,"Man","No","No",NA,"Yes","Yes","Don't know","No","No","Some of them","Some of them","No","No","Yes","No",NA,2364,380,8
"674","8/28/14 08:00",26,"female","No","No","Never","Yes","Don't know","Don't know","Maybe","No","Some of them","No","No","No","Yes","No",NA,4086,660,23
"675","8/28/14 08:06",35,"Male","No","No","Sometimes","Yes","No","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","No","No",NA,2843,989,8
"676","8/28/14 08:18",28,"Male","No","Yes","Sometimes","No","Don't know","Don't know","No","No","Some of them","Yes","No","Maybe","Don't know","No",NA,1047,485,46
"677","8/28/14 08:23",22,"Male","No","No",NA,"Yes","No","Don't know","Maybe","Maybe","Some of them","Yes","Maybe","Maybe","Don't know","No",NA,4216,378,21
"678","8/28/14 08:39",29,"Female","No","Yes","Rarely","Yes","No","Don't know","Yes","No","No","No","No","No","Don't know","No",NA,3559,967,46
"679","8/28/14 08:40",29,"Male","Yes","No",NA,"Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No",NA,1265,995,18
"680","8/28/14 08:43",45,"Male","No","Yes","Often","Yes","Yes","Don't know","No","No","Yes","Yes","No","Maybe","Yes","No",NA,2213,28,46
"681","8/28/14 08:43",33,"male","No","Yes","Rarely","Yes","No","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","Yes",NA,2595,1090,7
"682","8/28/14 08:43",38,"Male","No","Yes","Sometimes","No","Yes","Don't know","No","No","Some of them","Yes","No","No","Don't know","No",NA,3243,1232,46
"683","8/28/14 09:02",19,"Trans woman","No","Yes","Often","No","No","Don't know","Maybe","Maybe","No","No","No","Maybe","No","No",NA,3610,670,46
"684","8/28/14 09:09",29,"female","No","Yes","Rarely","No","Don't know","Yes","No","No","No","Yes","No","Maybe","Don't know","No",NA,3687,531,8
"685","8/28/14 09:16",21,"Female","No","No",NA,"Yes","No","Don't know","Yes","Maybe","Some of them","No","No","No","Don't know","No",NA,4482,536,45
"686","8/28/14 09:18",23,"Female","No","Yes","Sometimes","Yes","Don't know","Don't know","Yes","Maybe","No","No","No","No","Don't know","No",NA,1560,1243,21
"687","8/28/14 09:40",33,"female","No","Yes","Rarely","Yes","Yes","Yes","No","No","Some of them","Yes","No","No","Yes","No",NA,1121,369,46
"688","8/28/14 09:53",49,"Male","No","Yes","Sometimes","Yes","Yes","Yes","Maybe","Maybe","Some of them","Yes","No","No","Yes","No",NA,1795,830,46
"689","8/28/14 09:53",28,"Male","No","No",NA,"Yes","No","Don't know","Maybe","No","Some of them","No","No","No","Don't know","No",NA,4022,374,46
"690","8/28/14 09:54",27,"f","No","Yes","Sometimes","Yes","Don't know","Yes","No","No","Yes","Yes","Maybe","Maybe","Yes","No",NA,1004,29,45
"691","8/28/14 09:54",23,"male","No","Yes","Sometimes","Yes","No","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No",NA,1752,1089,8
"692","8/28/14 09:54",29,"M","No","No","Never","Yes","No","Yes","No","No","Yes","Yes","No","Maybe","Yes","No",NA,4921,217,29
"693","8/28/14 09:54",30,"m","No","No",NA,"Yes","Don't know","Yes","No","No","Some of them","No","Maybe","Maybe","Don't know","No",NA,1495,1132,18
"694","8/28/14 09:55",28,"Female","No","No",NA,"Yes","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No","I am a contractor so my lack of knowledge of workplace wellness stems directly from my lack of access to that material since I am not covered by it. I am aware that mental health services are available and am aware of a colleague who has taken a leave of absence to deal with mental health issues but am otherwise uninformed.",3143,356,8
"695","8/28/14 09:56",32,"Male","No","No",NA,"Yes","No","Don't know","Yes","No","No","No","No","Yes","No","No",NA,2605,600,45
"696","8/28/14 09:56",32,"Male","No","Yes","Sometimes","No","No","Yes","No","No","No","Yes","No","No","Yes","No",NA,3291,649,45
"697","8/28/14 09:56",37,"Male","No","No",NA,"Yes","No","Don't know","Maybe","Maybe","Some of them","Some of them","No","Maybe","No","No",NA,4868,789,16
"698","8/28/14 09:56",39,"F","No","No",NA,"No","No","Don't know","Yes","Maybe","No","No","No","Maybe","No","No",NA,4233,604,46
"699","8/28/14 09:56",31,"male","No","No",NA,"Yes","Don't know","Don't know","Maybe","Maybe","Some of them","No","No","No","Yes","No",NA,1951,679,16
"700","8/28/14 09:57",29,"Male","No","No",NA,"Yes","Don't know","Don't know","Maybe","Maybe","Some of them","No","No","No","Don't know","No",NA,2736,1162,46
"701","8/28/14 09:57",30,"M","No","No",NA,"No","Don't know","Don't know","Maybe","No","Some of them","Yes","No","No","Don't know","No",NA,1256,248,46
"702","8/28/14 09:57",33,"M","Yes","Yes","Rarely","Yes","Yes","No","No","No","Yes","Yes","No","No","Yes","Yes",NA,3239,637,46
"703","8/28/14 09:58",37,"male","No","Yes","Sometimes","Yes","Don't know","Yes","Maybe","No","Yes","Yes","No","No","Don't know","No",NA,1600,571,46
"704","8/28/14 09:59",23,"Male","No","Yes","Often","No","No","Yes","No","No","Some of them","Yes","No","Maybe","Yes","No",NA,4760,582,46
"705","8/28/14 09:59",43,"M","No","Yes","Sometimes","No","Yes","Don't know","Yes","No","No","No","No","No","No","No",NA,3643,262,46
"706","8/28/14 10:00",32,"Male","No","Yes","Rarely","Yes","No","Don't know","Maybe","No","Yes","Yes","No","Maybe","No","Yes",NA,2032,135,45
"707","8/28/14 10:01",26,"Male","No","No","Never","Yes","No","Don't know","Yes","Yes","Some of them","No","No","No","No","No",NA,3277,511,46
"708","8/28/14 10:01",32,"Male","Yes","Yes","Sometimes","Yes","Don't know","Don't know","No","No","Yes","Yes","Yes","Yes","Don't know","No",NA,3546,956,46
"709","8/28/14 10:02",37,"F","No","No",NA,"Yes","Don't know","Don't know","Yes","No","Some of them","No","No","No","Don't know","No",NA,1862,206,46
"710","8/28/14 10:02",29,"Male","No","Yes","Often","Yes","No","Yes","No","No","Yes","Yes","Maybe","Maybe","Yes","No",NA,3234,471,46
"711","8/28/14 10:02",34,"Male","No","No",NA,"Yes","No","Don't know","Maybe","Maybe","Some of them","Yes","No","Maybe","Don't know","No",NA,4265,817,45
"712","8/28/14 10:04",27,"male","No","No",NA,"Yes","Don't know","Don't know","No","No","Yes","Yes","No","No","Yes","No",NA,2814,941,16
"713","8/28/14 10:04",30,"male","No","No","Never","Yes","Don't know","Don't know","No","No","Some of them","Yes","No","Maybe","Don't know","No",NA,4061,1109,46
"714","8/28/14 10:05",29,"Male","No","No","Never","Yes","Yes","Yes","Maybe","No","Some of them","Some of them","No","No","No","No",NA,1681,1102,46
"715","8/28/14 10:07",32,"Male","Yes","Yes","Sometimes","Yes","Don't know","Don't know","Yes","Maybe","Some of them","No","No","No","No","No",NA,1755,1107,46
"716","8/28/14 10:07",-1726,"male","No","Yes","Sometimes","No","No","Don't know","Yes","No","No","No","No","Maybe","Don't know","No",NA,2590,391,45
"717","8/28/14 10:08",25,"Male","No","No",NA,"Yes","Yes","Yes","Maybe","Maybe","Some of them","Yes","Yes","Yes","Yes","No",NA,2514,641,18
"718","8/28/14 10:08",37,"male","Yes","No",NA,"Yes","No","Yes","No","No","Yes","Yes","Maybe","Maybe","Yes","No",NA,3570,478,46
"719","8/28/14 10:10",29,"Male","No","No",NA,"Yes","No","Don't know","No","No","Some of them","Yes","No","Maybe","Yes","No",NA,1001,341,29
"720","8/28/14 10:11",27,"Man","No","No",NA,"Yes","Don't know","Don't know","No","No","Yes","Yes","No","No","Don't know","No",NA,3463,936,46
"721","8/28/14 10:13",33,"Male","No","No",NA,"Yes","No","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","No",NA,3725,797,45
"722","8/28/14 10:15",30,"male","No","Yes","Sometimes","No","No","No","Yes","No","Some of them","No","No","Yes","No","Yes",NA,4295,1145,8
"723","8/28/14 10:16",29,"male","No","No",NA,"Yes","No","Don't know","Maybe","Maybe","Yes","Yes","No","Maybe","Don't know","No",NA,3334,974,8
"724","8/28/14 10:17",25,"Male","No","Yes","Never","Yes","Don't know","Don't know","Yes","No","Some of them","Yes","No","No","No","No",NA,1825,230,46
"725","8/28/14 10:18",33,"Male","No","Yes","Sometimes","No","No","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No",NA,4973,746,46
"726","8/28/14 10:18",31,"Male","No","No","Never","Yes","No","No","No","No","Some of them","Some of them","No","Maybe","No","No","Fully remote developer",3279,685,40
"727","8/28/14 10:20",21,"male","No","No","Rarely","Yes","No","Don't know","Maybe","Maybe","Some of them","Some of them","No","Maybe","No","No",NA,4490,586,18
"728","8/28/14 10:22",30,"Male","No","Yes","Sometimes","Yes","No","No","Yes","Yes","No","No","No","No","No","No",NA,3792,1006,43
"729","8/28/14 10:24",29,"Male","No","No",NA,"No","Don't know","Don't know","No","No","Yes","Yes","No","No","No","No",NA,2749,694,46
"730","8/28/14 10:25",43,"Male","Yes","Yes","Sometimes","Yes","No","Yes","Yes","No","Yes","No","No","Maybe","No","Yes",NA,2793,583,12
"731","8/28/14 10:29",37,"m","No","Yes","Often","Yes","No","Don't know","Yes","No","Yes","Yes","Maybe","Yes","No","No",NA,3765,1005,45
"732","8/28/14 10:30",24,"Male","No","No",NA,"Yes","No","Don't know","Maybe","No","Yes","Some of them","No","No","Don't know","No",NA,2232,542,16
"733","8/28/14 10:30",29,"Male","No","No",NA,"Yes","No","Don't know","No","No","Yes","Yes","No","No","Don't know","No",NA,1542,822,46
"734","8/28/14 10:34",31,"Male","No","No",NA,"No","Yes","Yes","No","No","Yes","Yes","No","No","Don't know","No",NA,1618,397,46
"735","8/28/14 10:35",5,"Male","No","No",NA,"Yes","No","Don't know","No","No","Yes","Yes","No","No","Yes","No","We had a developer suffer from depression and pretty hard burnout but he refused treatment even when the company said we'd foot the bill. Eventually he had to be asked to resign which was a shame. I don't know if we have any specific programs for mental health but we're definitely on the lookout for those types of issues.",3799,56,46
"736","8/28/14 10:42",33,"Male","Yes","No","Never","No","No","Don't know","No","No","Yes","Some of them","No","Yes","No","No",NA,2102,209,45
"737","8/28/14 10:45",43,"male","No","No",NA,"No","Yes","Yes","No","No","Some of them","Yes","No","Maybe","Don't know","No",NA,3530,427,46
"738","8/28/14 10:47",33,"Male","No","Yes","Sometimes","Yes","No","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No",NA,1225,55,45
"739","8/28/14 10:51",27,"Male","No","No",NA,"Yes","Yes","Yes","Maybe","No","Yes","Some of them","No","Yes","Yes","No",NA,1786,773,45
"740","8/28/14 10:52",36,"Male","No","Yes","Sometimes","No","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","Don't know","No",NA,4681,491,46
"741","8/28/14 10:54",37,"male","No","Yes","Sometimes","Yes","No","Yes","No","No","Some of them","Yes","No","Maybe","Yes","Yes",NA,2262,895,1
"742","8/28/14 10:57",32,"male","No","No",NA,"Yes","No","Don't know","Yes","Maybe","No","No","No","No","No","No",NA,3842,1198,4
"743","8/28/14 11:02",39,"Male","No","Yes","Sometimes","Yes","No","Don't know","No","No","No","Some of them","No","Yes","Yes","No",NA,4589,1152,45
"744","8/28/14 11:04",31,"Male","No","Yes","Sometimes","Yes","Don't know","Don't know","Maybe","No","Some of them","Yes","Maybe","Yes","Don't know","No",NA,3824,75,46
"745","8/28/14 11:04",36,"Male","No","Yes","Sometimes","Yes","No","Don't know","Maybe","Maybe","Some of them","Some of them","Maybe","Maybe","Don't know","No","I am a 15 year vet of the industry and I get 2 weeks of combined sick and vacation time a year and I have children to fit into that too. I've had heart problems from the stress. Fuck everything about startup culture. ",2425,201,46
"746","8/28/14 11:07",30,"Male","Yes","Yes","Sometimes","Yes","Don't know","Don't know","No","No","Some of them","Some of them","No","Yes","Don't know","No",NA,1624,386,46
"747","8/28/14 11:09",28,"male","No","No",NA,"Yes","Don't know","Yes","No","No","Some of them","Yes","Maybe","Maybe","Yes","No",NA,1267,1172,8
"748","8/28/14 11:10",32,"Male","No","No",NA,"Yes","No","No","Maybe","No","Some of them","No","Maybe","Maybe","No","No","Italians are somewhat behind for what concerns mental health care in the workplace.  Physical health care is very much accepted with a doctor that certifies your ailment.  Mental health is treated quite differently I believe because most people are willing to admit that physical ailments should be covered while mental ailments are almost considered non-existent in most respects.  ",2898,425,24
"749","8/28/14 11:14",35,"Male","No","Yes","Rarely","Yes","Yes","Yes","No","No","Some of them","Yes","No","No","Yes","No","Since I am the CEO of my startup some of the would you feel comfortable and do you know the policy questions are interesting.  Of course I feel comfortable since no one can fire me and I know the policies because I chose them!However now I am curious if my employees know just how supportive the company would be of their mental health needs and this survey is making me realize that we probably haven't done a great job communicating that to everyone.  Thanks for doing this.",1228,871,46
"750","8/28/14 11:15",19,"Male","No","Yes","Sometimes","Yes","No","Don't know","No","No","Some of them","Yes","No","Yes","Don't know","No",NA,2715,907,8
"751","8/28/14 11:19",33,"m","No","No",NA,"Yes","No","Don't know","No","No","Some of them","Yes","No","No","Don't know","No",NA,2535,222,32
"752","8/28/14 11:20",42,"male","No","No",NA,"Yes","Yes","Yes","No","No","Some of them","No","No","Maybe","Yes","No",NA,1156,1227,18
"753","8/28/14 11:21",37,"Male","No","Yes","Sometimes","Yes","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No",NA,2931,723,46
"754","8/28/14 11:21",40,"Male","Yes","No","Never","Yes","No","Yes","No","No","Some of them","Yes","Maybe","Maybe","Yes","No",NA,4283,866,44
"755","8/28/14 11:22",36,"M","No","No","Never","Yes","Yes","Yes","No","No","Some of them","Yes","No","No","Yes","No",NA,2944,675,46
"756","8/28/14 11:26",29,"Female","No","Yes","Sometimes","No","Don't know","Don't know","Maybe","No","Some of them","Yes","No","Maybe","Don't know","No",NA,1090,99,46
"757","8/28/14 11:27",38,"f","No","Yes","Sometimes","No","Don't know","Don't know","Maybe","No","No","No","No","No","Don't know","No","I work for the state so the health plan is large and cumbersome.  I believe it covers most medical as a state benefit but I haven't seen any promotion of it.  And it's not really the same as a tech company where I am.  We are an IT department but hardly run like any tech company around.",2284,357,46
"758","8/28/14 11:29",26,"M","No","Yes","Sometimes","Yes","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","No","No",NA,4849,1182,46
"759","8/28/14 11:32",34,"male","No","No","Rarely","Yes","No","Yes","Maybe","Maybe","No","Some of them","Maybe","Maybe","Yes","No",NA,4749,430,18
"760","8/28/14 11:34",21,"Male","No","Yes","Often","No","No","No","Yes","No","Some of them","Some of them","No","Yes","No","Yes","I have Narcolepsy and have been fired from a job before for falling asleep standing up during a meeting. I was standing up in the back of the room so that i could pace and try to prevent myself from falling asleep. I still managed to fall asleep while standing and fell over against the wall. I was fired the next day. The worst part is this is a condition i had given months of notice about to my boss and i reminded her of it before the meeting. I worked at a hospital at the time. I would have thought that they would be more accommodating.",3726,438,46
"761","8/28/14 11:36",31,"Male","Yes","No","Sometimes","Yes","No","Yes","No","No","No","No","No","No","Yes","No","I feel like most of my answers were useless due to answering that I am self-employed early on. Since my employer is me... my employer does/doesn't offer mental health benefits or would I be comfortable bring it up with 'them' doesn't make sense...",2057,652,8
"762","8/28/14 11:38",37,"Female","No","Yes","Rarely","No","Yes","Don't know","Maybe","Maybe","Yes","Some of them","No","Maybe","Yes","No",NA,4334,745,46
"763","8/28/14 11:40",37,"Male","No","Yes","Sometimes","Yes","No","Don't know","No","No","Yes","Yes","Maybe","Maybe","Yes","No",NA,3665,319,22
"764","8/28/14 11:44",38,"Male","No","Yes","Sometimes","Yes","No","No","Yes","Yes","No","No","No","No","No","No",NA,2341,1072,22
"765","8/28/14 11:47",27,"Female","No","Yes","Sometimes","Yes","Don't know","Don't know","Yes","No","Some of them","No","No","Maybe","No","No",NA,1032,1086,46
"766","8/28/14 11:48",39,"Male","Yes","No",NA,"Yes","No","Yes","No","No","Some of them","Yes","Maybe","Maybe","Yes","No",NA,1169,940,29
"767","8/28/14 11:50",33,"Female","Yes","Yes","Sometimes","Yes","Yes","Yes","Maybe","Yes","Some of them","No","No","No","No","No",NA,3362,843,46
"768","8/28/14 11:50",27,"Male","No","No","Never","Yes","Don't know","Don't know","No","No","Some of them","No","Yes","Yes","Don't know","No",NA,1237,235,45
"769","8/28/14 11:54",36,"F","No","Yes","Never","Yes","No","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","No","No",NA,4331,569,46
"770","8/28/14 11:58",28,"Male","No","No","Never","Yes","No","Don't know","No","No","Some of them","Yes","Maybe","Yes","Don't know","No",NA,3059,114,45
"771","8/28/14 11:59",39,"male","No","Yes","Sometimes","No","No","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No",NA,2335,328,45
"772","8/28/14 12:02",33,"Male","Yes","Yes","Sometimes","Yes","No","Yes","Maybe","Maybe","Yes","Yes","No","No","Yes","No","My current work situation was constructed in part because of my mental health issues. One of the reasons I'm self employed is to give me the most flexibility for coping with my mental health issues.I have been removed from a client project in the past because of a mental health condition. This was while I was an employee for a large consulting company. ",2391,188,46
"773","8/28/14 12:05",32,"Male","No","No",NA,"No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Yes","Don't know","No",NA,1259,733,45
"774","8/28/14 12:06",28,"Male","No","No",NA,"No","Don't know","Don't know","No","No","Some of them","Some of them","Yes","Yes","No","No",NA,4808,296,45
"775","8/28/14 12:07",37,"Male","No","Yes","Rarely","Yes","No","Yes","Yes","No","Some of them","Yes","No","Maybe","No","Yes","Some of these questions are not really suitable for non US people.",4451,366,45
"776","8/28/14 12:08",39,"Male","No","Yes","Sometimes","No","Yes","Yes","Yes","No","Some of them","Yes","No","Maybe","No","Yes",NA,1293,1167,8
"777","8/28/14 12:09",43,"msle","No","No","Sometimes","Yes","Don't know","Don't know","Maybe","No","No","No","No","Maybe","No","No",NA,1892,735,46
"778","8/28/14 12:10",32,"Neuter","No","Yes","Sometimes","No","Yes","Don't know","No","No","Yes","Some of them","Yes","Yes","Yes","Yes",NA,4804,38,45
"779","8/28/14 12:10",27,"Female","No","No",NA,"Yes","Yes","Don't know","Maybe","No","Some of them","Yes","No","No","Don't know","No",NA,3138,116,46
"780","8/28/14 12:12",31,"Female","No","No",NA,"Yes","No","Don't know","No","No","Yes","Yes","Maybe","Maybe","Don't know","No",NA,4694,66,45
"781","8/28/14 12:15",43,"Male","No","Yes","Never","Yes","Don't know","Don't know","No","No","Yes","Yes","Yes","Yes","Don't know","No",NA,1682,1074,45
"782","8/28/14 12:19",33,"Male","No","Yes","Sometimes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Don't know","No",NA,2197,1185,46
"783","8/28/14 12:19",34,"male","No","Yes","Sometimes","Yes","Don't know","Yes","No","No","Some of them","Yes","No","Maybe","Yes","No",NA,1381,1202,45
"784","8/28/14 12:22",33,"M","Yes","No",NA,"Yes","No","Don't know","No","No","Yes","Yes","No","Maybe","Don't know","No",NA,3511,1105,46
"785","8/28/14 12:23",25,"Male","No","No",NA,"Yes","No","Don't know","No","No","Some of them","Yes","No","No","Don't know","No",NA,1210,1188,46
